/home/hlx/anaconda3/envs/pytorch/bin/python3.8 /home/hlx/lishu/Contrastive_Learning/12C3-main/main.py
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
epoch: 0
ACC: 0.7898666666666667
NMI: 0.704836097392707
ARI: 0.6371426700917067
epoch: 1
ACC: 0.7928
NMI: 0.7094851573440478
ARI: 0.6419234544196137
epoch: 2
ACC: 0.8037666666666666
NMI: 0.720333632439753
ARI: 0.6561594868882649
epoch: 3
ACC: 0.8211833333333334
NMI: 0.7331761533501133
ARI: 0.6791019881748175
epoch: 4
ACC: 0.8338666666666666
NMI: 0.745600082047786
ARI: 0.6980935652882497
epoch: 5
ACC: 0.8415666666666667
NMI: 0.7525526846404785
ARI: 0.7114619154652432
epoch: 6
ACC: 0.8429833333333333
NMI: 0.7560823932416545
ARI: 0.7132407590602751
epoch: 7
ACC: 0.8428833333333333
NMI: 0.7571405772223224
ARI: 0.7128951863582851
epoch: 8
ACC: 0.8456166666666667
NMI: 0.7593411483171151
ARI: 0.7185288415499849
epoch: 9
ACC: 0.84435
NMI: 0.7587417160481107
ARI: 0.7159048128525674
epoch: 10
ACC: 0.8462166666666666
NMI: 0.7605547026416881
ARI: 0.7194356426408149
epoch: 11
ACC: 0.8463666666666667
NMI: 0.7602212083859294
ARI: 0.7196006641956711
epoch: 12
ACC: 0.8479833333333333
NMI: 0.763139341283889
ARI: 0.7224298856041372
epoch: 13
ACC: 0.8480666666666666
NMI: 0.762340180594091
ARI: 0.7227203093942369
epoch: 14
ACC: 0.8484666666666667
NMI: 0.7651756591545547
ARI: 0.7237656307358143
epoch: 15
ACC: 0.84935
NMI: 0.7635615636755394
ARI: 0.7255919735567844
epoch: 16
ACC: 0.8478333333333333
NMI: 0.7645308114080483
ARI: 0.7224193846035503
epoch: 17
ACC: 0.84915
NMI: 0.7642304263601001
ARI: 0.7249939506716638
epoch: 18
ACC: 0.8478833333333333
NMI: 0.7635507162487487
ARI: 0.7228934283085461
epoch: 19
ACC: 0.8488
NMI: 0.7650640783980229
ARI: 0.7248831160756612
